Latitude,Longitude,MedInc,cluster
37.56,-122.36,15.0001,2
34.01,-117.97,3.7459,5
39.79,-120.53,2.5156,3
34.21,-118.2,7.8375,1
37.98,-122.0,4.525,4
37.75,-122.18,2.1731,3
34.07,-117.64,2.6913,5
33.76,-117.94,4.2386,1
37.46,-122.18,15.0001,2
34.42,-118.56,1.9667,5
37.5,-120.84,2.2083,3
33.97,-118.21,3.0313,5
36.72,-119.67,2.6875,0
34.04,-118.15,3.6875,5
37.93,-121.31,2.4667,3
33.89,-118.15,3.274,5
33.86,-117.96,3.7813,5
33.92,-117.22,4.0938,1
34.13,-117.26,2.1375,5
37.31,-121.81,5.7843,4
37.49,-122.28,6.912000000000001,4
37.94,-122.02,4.2569,4
37.65,-122.1,4.5303,4
36.71,-121.77,3.512,3
38.12,-122.58,4.9286,4
39.55,-122.18,3.25,3
34.04,-118.38,3.4063,5
40.34,-121.8,2.881,3
37.97,-121.3,4.061,3
32.68,-117.09,2.0114,5
34.97,-120.43,4.0125,0
33.77,-118.18,2.6371,5
36.93,-121.75,3.1327,3
37.83,-122.26,2.0978,3
33.81,-117.95,5.118,1
38.11,-122.26,2.6708,3
32.81,-117.22,3.7813,5
33.83,-118.05,5.7018,1
34.1,-118.09,3.6696,5
37.36,-122.04,6.8753,4
40.59,-122.39,1.2404,3
33.6,-117.71,2.3387,5
32.75,-117.08,2.0077,5
37.97,-121.99,5.1333,4
38.44,-122.67,4.3587,4
34.05,-118.22,1.0714,5
38.59,-121.28,3.0481,3
37.36,-121.99,4.9091,4
34.14,-117.21,5.2591,1
34.24,-117.2,3.0434,5
33.75,-117.8,5.3903,1
33.2,-117.25,2.0625,5
34.02,-118.14,2.7019,5
37.79,-122.42,4.0156,3
33.67,-117.61,6.8004,1
33.98,-118.31,2.3977,5
37.07,-120.84,2.2019,0
39.12,-121.64,4.2656,3
34.15,-118.41,4.3468,1
37.7,-121.01,3.2447,3
32.74,-116.97,4.2192,1
34.11,-118.34,3.6974,5
37.66,-122.41,3.6667,3
36.32,-119.34,3.1574,0
33.93,-117.94,3.8194,5
34.44,-119.23,2.4777,5
33.97,-117.29,4.6667,1
34.08,-117.98,3.4784,5
33.74,-118.28,1.8584,5
34.26,-116.85,2.6094,5
32.77,-116.98,8.093,1
34.02,-118.6,8.4331,2
40.28,-123.84,2.0962,3
37.82,-122.21,7.0549,4
41.03,-123.76,2.0644,3
34.14,-118.12,3.1033,5
33.05,-117.25,4.3286,1
37.34,-121.83,4.2098,4
38.54,-121.7,4.6225,4
33.94,-118.22,3.4323,5
37.33,-121.9,4.05,4
33.46,-117.67,4.6518,1
33.94,-117.23,3.0789,5
36.96,-122.06,4.5,4
37.63,-122.44,4.7625,4
37.74,-122.47,5.6787,4
33.8,-118.11,5.4602,1
33.75,-117.98,5.1345,1
34.54,-120.01,3.9375,0
39.12,-123.19,2.3125,3
34.16,-118.0,4.8059,1
34.06,-118.31,1.6987,5
32.85,-117.21,5.4067,1
37.87,-122.3,2.2208,3
36.53,-121.77,10.1854,2
34.65,-118.1,2.67,5
34.19,-118.46,6.1142,1
39.15,-121.62,1.9375,3
34.06,-117.74,1.4722,5
41.32,-122.3,2.1571,3
38.73,-120.81,2.7273,3
37.81,-122.23,8.8793,4
33.49,-117.68,4.245,1
38.22,-122.63,4.0417,3
34.07,-118.28,2.3636,5
39.73,-121.82,1.7426,3
38.53,-121.43,3.1208,3
34.57,-118.1,3.3086,5
33.86,-118.15,4.8942,1
33.82,-117.87,5.9397,1
37.27,-122.01,8.8178,4
38.26,-122.05,2.6827,3
34.14,-118.02,3.5878,5
37.72,-122.47,5.9114,4
34.66,-118.17,5.7049,1
33.61,-117.98,6.8939,1
33.93,-118.0,3.9575,5
39.59,-121.74,2.3833,3
34.02,-118.41,3.0833,5
34.15,-117.64,6.4559,1
34.12,-118.04,6.5989,1
33.95,-116.53,2.625,5
33.63,-117.92,4.9643,1
37.32,-122.04,5.7528,4
40.98,-120.38,1.6833,3
34.15,-118.36,3.6202,5
34.4,-118.52,5.305,1
36.06,-119.19,1.9091,0
37.71,-122.11,4.65,4
37.98,-122.58,4.6905,4
34.09,-117.66,3.2321,5
34.15,-117.3,4.3438,1
37.22,-121.77,6.7287,4
33.78,-117.88,3.3472,5
34.06,-117.27,2.025,5
37.92,-121.25,2.4097,3
37.72,-122.13,7.912000000000001,4
38.8,-121.15,4.1685,3
37.34,-120.5,3.4559,0
35.27,-120.65,2.5129,0
38.89,-121.15,5.2903,4
32.77,-116.99,6.1103,1
37.8,-122.21,4.0977,3
34.17,-118.45,3.2386,5
33.69,-117.78,6.0961,1
38.37,-122.78,3.7991,3
34.28,-118.77,4.5458,1
37.78,-122.48,3.5865,3
33.93,-118.37,4.4474,1
37.89,-122.07,5.6558,4
40.5,-122.28,2.6488,3
37.49,-121.89,9.7194,2
37.35,-122.09,7.5794,4
37.47,-122.24,6.1244,4
33.93,-117.97,4.1321,1
34.05,-118.19,2.6964,5
33.7,-117.19,1.9014,5
34.22,-119.03,4.7831,1
40.88,-124.09,2.4321,3
34.3,-118.43,1.7062,5
33.83,-117.91,3.0288,5
34.01,-118.1,2.66,5
36.83,-119.76,4.0196,0
37.52,-122.25,4.3594,4
32.69,-117.05,5.3908,1
37.74,-122.14,4.0662,3
33.82,-117.99,4.1167,1
34.16,-118.15,1.2891,5
34.13,-118.18,3.5341,5
38.91,-120.01,1.9851,3
34.24,-117.27,2.875,5
37.77,-122.13,7.0712,4
37.77,-122.2,2.2562,3
33.84,-117.87,4.0724,1
38.02,-120.27,3.1875,3
34.02,-118.28,2.1382,5
32.79,-117.03,5.8683,1
33.76,-118.09,1.808,5
33.99,-118.03,3.4312,5
32.61,-117.09,2.1548,5
34.24,-117.41,5.2072,1
33.95,-118.24,1.6513,5
36.79,-119.77,2.9937,0
33.82,-118.2,4.6042,1
34.14,-118.16,8.2435,2
36.21,-119.34,1.4792,0
33.64,-117.49,6.8588,1
37.86,-122.28,1.9798,3
38.01,-121.25,2.6994,3
34.12,-118.02,5.4555,1
40.77,-124.16,2.8529,3
34.07,-118.16,3.8644,5
33.97,-118.4,5.9544,1
34.1,-117.36,3.6227,5
38.49,-122.91,3.6343,3
37.31,-119.64,2.8393,0
37.31,-121.98,6.4095,4
33.86,-117.96,3.3516,5
34.16,-117.29,2.875,5
37.92,-121.28,2.1705,3
38.41,-121.94,4.5,4
34.03,-118.19,1.7995,5
34.09,-118.1,4.875,1
36.32,-119.28,3.7404,0
37.61,-122.1,4.5281,4
32.63,-117.03,5.7789,1
37.34,-122.03,6.0577,4
33.75,-117.82,4.6161,1
34.07,-118.02,2.3236,5
34.16,-118.27,3.1397,5
36.79,-121.32,3.6333,3
38.08,-122.58,5.615,4
37.92,-122.51,3.7647,3
40.58,-123.18,1.7262,3
33.87,-117.87,2.4929,5
34.02,-118.35,1.7622,5
33.62,-117.94,6.5928,1
37.53,-120.79,3.3083,3
37.96,-122.37,0.7403,3
37.54,-122.26,5.3247,4
37.74,-122.45,6.202999999999999,4
34.05,-118.29,1.3867,5
33.9,-118.35,3.3971,5
34.18,-118.38,2.1449,5
38.65,-121.31,5.5,4
38.58,-121.38,5.0497,4
33.71,-117.96,4.5962,1
37.81,-122.26,2.0062,3
35.0,-117.65,1.9107,5
34.15,-117.57,5.485,1
32.74,-117.21,6.9322,1
37.35,-121.99,4.375,4
38.34,-121.41,3.0833,3
33.04,-117.07,3.6437,5
34.23,-118.46,2.585,5
33.65,-117.91,4.0417,5
36.35,-119.3,2.3304,0
37.37,-121.98,5.0942,4
37.88,-122.22,2.4444,3
38.58,-121.44,3.9271,3
40.13,-120.71,2.9554,3
34.19,-118.92,3.0691,5
34.08,-117.92,4.1312,1
33.91,-118.26,1.9038,5
37.76,-122.25,3.567,3
36.62,-121.84,2.225,3
39.18,-121.67,3.3958,3
37.7,-122.07,4.125,4
33.25,-117.31,3.125,5
33.97,-118.14,2.0524,5
34.0,-117.92,3.8125,5
38.01,-120.24,3.125,3
38.03,-121.29,2.5842,3
40.56,-122.38,3.5347,3
37.96,-122.34,2.5382,3
34.02,-118.41,3.3955,5
33.92,-117.7,6.2141,1
37.27,-121.86,5.6876,4
37.95,-120.42,2.4922,3
33.94,-117.38,4.0625,5
34.24,-118.7,4.504,1
38.34,-122.71,3.1781,3
34.43,-118.37,5.9507,1
37.69,-121.04,4.5332,4
39.5,-121.58,2.1658,3
33.13,-116.97,6.7957,1
33.84,-118.09,4.7917,1
36.3,-119.3,5.3602,1
37.63,-121.0,1.59,3
34.26,-119.2,5.4087,1
37.04,-122.04,3.8854,3
32.92,-117.13,5.5036,1
37.73,-122.39,2.2222,3
40.22,-123.43,3.625,3
34.42,-119.72,3.5905,0
36.22,-119.32,3.6343,0
40.48,-123.73,1.7153,3
34.05,-118.41,5.8758,1
34.06,-118.62,7.4001,1
37.53,-122.32,5.779,4
37.78,-122.23,1.6009,3
33.86,-118.07,5.6818,1
36.63,-121.92,3.4943,3
36.72,-119.79,1.25,0
34.42,-119.63,8.5608,2
37.52,-122.28,4.0801,4
33.92,-118.33,3.267,5
38.61,-120.66,2.5042,3
37.81,-122.24,3.675,3
33.99,-118.29,2.0542,5
40.61,-122.57,2.8036,3
37.41,-120.63,2.6439,0
34.06,-118.36,2.9605,5
34.71,-118.16,4.1719,1
37.99,-122.03,4.9022,4
33.02,-117.26,6.3712,1
38.69,-121.45,2.2243,3
34.23,-116.76,2.6071,5
39.93,-122.2,1.9191,3
33.95,-118.14,5.2015,1
33.93,-118.13,2.6862,5
34.09,-118.32,2.0557,5
33.91,-118.23,3.0341,5
32.75,-117.07,2.5583,5
37.53,-122.25,7.6864,4
34.04,-117.39,2.8682,5
39.17,-121.02,3.2303,3
33.66,-117.9,3.1667,5
34.24,-118.28,4.45,1
35.41,-118.97,3.996,0
34.28,-118.89,5.8133,1
32.83,-116.97,2.6458,5
37.72,-122.41,4.0583,3
33.68,-117.79,6.8722,1
33.2,-117.25,2.7961,5
36.75,-119.76,1.2545,0
33.86,-117.93,4.0288,5
33.86,-118.13,5.1805,1
38.46,-122.81,4.745,4
34.0,-118.33,2.3333,5
37.41,-121.85,5.6096,4
37.38,-122.1,7.5655,4
32.67,-115.5,2.1776,5
34.13,-118.04,4.645,1
39.34,-120.35,4.0278,3
34.83,-114.64,1.7062,5
32.77,-117.11,6.6053,1
36.76,-119.77,1.2101,0
33.93,-118.29,1.7244,5
34.04,-118.85,8.4476,2
34.29,-118.47,4.2935,1
38.66,-121.36,3.6953,3
32.85,-117.22,4.6875,1
37.97,-121.33,2.0043,3
37.97,-122.35,2.5863,3
34.29,-118.89,3.4375,5
38.02,-121.82,2.2361,3
38.58,-121.48,1.245,3
33.6,-114.65,2.9653,5
39.23,-121.05,1.5313,3
37.67,-121.78,4.8571,4
37.95,-121.29,0.7714,3
38.31,-122.49,3.25,3
39.15,-123.19,2.6012,3
37.33,-121.91,4.8854,4
37.94,-121.95,6.8642,4
37.61,-121.99,4.6458,4
39.52,-121.58,1.9956,3
33.63,-117.81,8.1093,1
34.03,-117.95,2.7361,5
33.99,-118.47,3.4071,5
37.72,-122.45,2.9119,3
33.85,-117.87,5.2949,1
37.75,-122.48,4.3393,4
34.42,-119.69,2.5978,0
33.82,-117.99,3.1538,5
38.07,-120.28,2.9083,3
33.97,-118.29,1.7734,5
37.77,-122.28,3.75,3
37.96,-122.51,3.6863,3
37.48,-122.29,7.4678,4
38.57,-121.41,3.2443,3
36.2,-119.35,1.7462,0
34.21,-118.35,3.275,5
33.83,-117.53,5.5362,1
33.84,-117.99,4.9115,1
32.68,-117.05,3.2174,5
37.57,-122.31,4.6371,4
37.73,-122.44,4.1932,4
38.83,-122.0,3.4187,3
33.65,-117.9,5.2549,1
33.77,-117.79,8.5403,2
34.2,-118.6,3.2297,5
34.16,-118.14,2.1377,5
37.76,-122.51,3.0465,3
37.73,-122.48,3.1359,3
34.23,-118.53,3.0321,5
37.19,-122.1,7.1831,4
40.8,-124.16,1.1386,3
33.65,-117.91,2.1074,5
38.25,-122.67,4.0729,3
33.98,-118.34,2.9315,5
39.73,-121.84,1.6797,3
34.16,-118.34,3.6486,5
32.93,-117.12,5.3625,1
36.72,-119.79,1.3047,0
38.41,-121.38,4.45,4
37.55,-121.03,1.9728,3
33.88,-118.08,3.6417,5
38.58,-122.83,3.2452,3
35.56,-120.29,2.8110000000000004,0
37.68,-121.76,3.7301,3
32.62,-117.11,2.1719,5
37.43,-122.13,4.7375,4
37.02,-120.09,3.7143,0
34.08,-118.46,7.8426,1
37.31,-120.45,3.7652,0
36.79,-119.9,3.3125,0
37.47,-122.19,4.8068,4
37.34,-121.9,3.5966,3
33.88,-117.36,5.0346,1
33.96,-118.31,3.4643,5
37.94,-122.35,1.6571,3
37.13,-121.96,15.0001,2
33.36,-117.25,2.3214,5
33.88,-118.25,2.2121,5
34.28,-117.21,5.7421,1
34.64,-120.44,4.6023,0
37.67,-121.0,1.125,3
38.65,-121.95,3.3472,3
33.51,-117.73,6.1785,1
32.65,-117.04,4.2155,1
33.98,-118.26,1.2315,5
36.77,-119.81,2.5804,0
33.76,-117.94,3.7232,5
32.76,-117.14,2.694,5
32.84,-117.21,4.5402,1
34.11,-118.04,5.0,1
34.2,-118.57,5.223,1
37.99,-122.04,3.8897,3
35.74,-118.31,1.8419,0
39.75,-122.23,1.9375,3
38.76,-121.17,6.5322,4
39.2,-120.99,3.3009,3
40.58,-122.37,2.1538,3
34.06,-117.8,3.6298,5
37.59,-122.5,4.3542,4
37.58,-122.37,4.5486,4
34.18,-118.43,3.9099,5
33.74,-118.3,3.9375,5
37.59,-120.96,2.3849,3
39.32,-123.7,3.1071,3
34.04,-117.97,4.119,1
34.11,-117.8,4.7969,1
37.99,-121.18,2.4674,3
37.23,-121.81,6.4328,4
37.23,-121.91,7.3843,4
34.03,-118.49,4.5208,1
33.83,-118.34,5.399,1
38.01,-122.12,4.1189,3
37.95,-122.36,1.8333,3
34.18,-118.37,2.9728,5
33.51,-117.71,13.1477,2
37.52,-120.88,2.6103,3
34.16,-118.38,3.1289,5
40.25,-121.15,3.3462,3
38.37,-122.02,6.4894,4
38.57,-121.46,3.2386,3
38.61,-121.29,4.4519,4
37.78,-122.46,3.2396,3
33.65,-117.9,6.632000000000001,1
38.41,-122.4,2.5685,3
32.81,-117.21,4.3862,1
37.51,-122.25,4.8382,4
34.23,-119.06,3.0219,5
32.67,-117.06,4.0505,5
37.75,-122.47,9.3603,4
34.05,-118.17,3.1528,5
36.98,-122.0,3.5562,3
33.82,-117.94,3.8828,5
35.95,-119.04,1.8462,0
34.03,-118.28,0.8440000000000001,5
33.61,-117.9,4.0764,1
38.44,-122.69,3.5521,3
37.75,-122.47,4.4312,4
33.79,-116.95,2.1979,5
37.69,-122.1,2.9507,3
33.63,-117.97,6.1572,1
38.49,-121.81,3.9309,3
32.73,-117.13,3.6058,5
36.46,-119.69,2.8125,0
33.96,-116.97,2.4322,5
33.97,-117.37,1.4514,5
34.02,-118.09,3.2622,5
38.03,-121.28,3.9265,3
34.14,-117.85,4.9091,1
34.06,-118.27,1.3241,5
33.74,-116.93,3.6806,5
38.58,-121.31,2.5035,3
37.58,-122.35,2.8393,3
37.61,-121.01,3.4703,3
34.18,-118.63,6.6689,1
32.91,-117.07,10.3354,2
33.99,-117.9,3.443,5
38.32,-122.3,2.5035,3
37.63,-122.1,3.8171,3
37.43,-122.21,8.6963,4
34.11,-117.74,5.3637,1
36.83,-119.91,3.8056,0
32.76,-117.11,3.3854,5
38.55,-121.8,4.7168,4
38.27,-122.07,4.3586,4
36.63,-121.93,3.1912,3
33.97,-118.02,6.148,1
37.39,-122.06,3.6875,3
39.04,-120.99,2.3696,3
36.69,-119.55,1.7132,0
37.25,-121.91,4.9205,4
33.73,-118.0,6.7395,1
34.07,-118.06,2.3929,5
34.1,-117.65,3.0284,5
40.99,-123.35,1.125,3
32.84,-117.22,8.051,1
34.01,-118.44,6.0804,1
33.63,-117.87,10.8289,2
34.08,-118.02,2.6071,5
33.99,-118.39,5.1322,1
33.99,-118.42,4.0893,1
34.05,-118.45,3.7549,5
36.99,-121.93,4.7325,4
34.04,-118.21,1.9405,5
36.6,-121.83,4.3472,4
33.04,-116.61,3.875,5
37.7,-122.47,3.6588,3
33.9,-117.89,7.898,1
33.87,-117.33,5.1045,1
37.81,-121.2,7.3718,4
37.25,-121.98,15.0,2
33.8,-117.96,4.425,1
37.68,-120.97,3.3368,3
33.89,-118.06,5.1104,1
34.32,-118.42,4.3409,1
33.99,-118.27,1.4886,5
36.88,-120.29,2.4219,0
37.64,-121.0,1.1875,3
32.63,-117.04,4.1154,5
33.91,-117.98,5.0923,1
33.82,-118.19,4.6364,1
38.11,-121.27,2.4482,3
39.16,-121.57,3.725,3
41.74,-122.61,2.0591,3
37.99,-122.51,5.5791,4
34.07,-117.93,3.3977,5
34.23,-118.43,4.4432,1
37.53,-122.3,6.0,4
34.03,-117.94,3.83,5
37.89,-122.3,3.0208,3
36.28,-119.81,3.1071,0
37.85,-122.27,2.775,3
34.26,-119.21,4.2448,1
38.23,-122.63,3.0139,3
33.95,-118.25,0.9751,5
37.7,-122.09,6.005,4
34.06,-118.38,3.5556,5
34.19,-118.3,4.375,1
33.61,-117.9,13.1738,2
34.03,-118.35,1.9928,5
33.71,-117.79,6.2162,1
34.03,-118.35,1.89,5
33.8,-117.96,4.7667,1
33.85,-118.38,4.9384,1
37.81,-122.25,3.225,3
37.7,-122.16,2.9917,3
32.71,-117.13,1.825,5
34.25,-118.74,5.4243,1
37.76,-122.48,4.0977,3
32.66,-117.1,2.1542,5
33.98,-118.4,5.9856,1
33.85,-118.15,2.7268,5
33.74,-117.84,3.2104,5
33.91,-118.13,4.9107,1
34.03,-118.29,1.9167,5
34.05,-118.02,2.3611,5
34.06,-118.18,2.6083,5
34.2,-118.41,3.5164,5
33.68,-117.94,7.4056,1
34.07,-117.97,3.2,5
38.41,-122.21,5.5266,4
37.73,-121.92,2.4821,3
32.68,-117.11,1.9107,5
37.26,-121.87,5.6652,4
37.65,-122.09,2.8203,3
34.23,-118.25,4.1667,1
36.67,-121.62,2.5329,3
38.67,-121.8,3.1875,3
34.04,-118.2,1.8224,5
33.71,-116.24,2.7598,5
39.15,-121.64,5.234,4
37.15,-122.08,7.1366,4
39.0,-122.7,2.3125,3
34.1,-118.66,10.076,2
37.95,-122.08,4.8702,4
37.99,-122.08,5.0509,4
33.78,-117.8,6.925,1
37.9,-122.18,9.0064,4
32.77,-117.11,4.3875,1
33.77,-118.38,9.821,2
34.13,-118.02,5.2329,1
34.7,-118.15,3.9615,5
37.31,-121.89,4.3882,4
34.01,-118.42,3.6611,5
33.71,-117.09,1.972,5
33.98,-118.29,3.4444,5
34.15,-117.29,2.9667,5
37.48,-122.19,4.1776,4
34.18,-118.46,3.4583,5
34.09,-118.01,3.6094,5
33.91,-117.9,4.3103,1
34.48,-117.22,3.6646,5
34.03,-118.15,2.6806,5
38.48,-121.99,4.6719,4
34.18,-118.1,5.894,1
33.95,-118.26,1.6389,5
33.94,-116.51,1.7388,5
37.36,-122.06,6.8268,4
36.08,-119.03,2.6944,0
36.6,-120.19,1.5536,0
37.58,-122.07,6.0661,4
33.83,-118.31,2.9375,5
33.95,-117.4,2.4408,5
34.0,-117.35,2.5469,5
33.72,-116.21,2.3169,5
33.86,-118.19,3.1215,5
33.97,-118.16,2.1743,5
34.1,-116.32,2.6618,5
37.53,-120.86,1.6445,3
41.86,-121.93,1.74,3
34.02,-118.11,3.95,5
35.34,-119.05,4.0529,0
37.77,-122.45,3.0906,3
33.18,-117.17,3.0221,5
34.15,-118.27,3.0199,5
34.65,-120.45,3.1442,0
37.42,-122.15,3.9243,3
39.52,-122.2,2.0625,3
33.85,-117.97,4.0061,5
39.37,-121.24,2.3886,3
32.8,-117.05,7.916,1
33.92,-118.36,4.1023,1
34.01,-118.26,1.8641,5
34.17,-118.31,2.4074,5
33.77,-118.15,4.1765,1
38.4,-122.71,1.439,3
33.73,-118.31,5.0874,1
37.79,-122.47,3.9688,3
34.29,-118.44,4.6864,1
33.96,-118.23,3.0143,5
34.13,-118.14,4.9167,1
36.32,-119.31,2.5733,0
38.59,-121.48,0.9204,3
33.77,-118.18,2.3523,5
33.97,-118.12,3.1830000000000003,5
33.94,-118.29,1.5615,5
38.52,-121.98,2.7989,3
33.74,-116.88,1.5982,5
33.7,-117.98,6.3749,1
37.92,-122.31,2.8456,3
33.95,-116.5,1.6983,5
37.76,-122.24,2.6833,3
34.14,-118.37,3.5096,5
34.01,-118.42,3.5667,5
34.09,-118.2,2.5343,5
33.62,-117.65,6.2899,1
37.38,-121.89,5.7695,4
34.08,-118.24,4.025,1
34.29,-119.14,3.1618,5
37.28,-122.0,8.3605,4
38.33,-122.31,4.0132,3
37.46,-121.14,5.2452,4
32.81,-116.96,2.9097,5
35.41,-119.02,1.97,0
35.47,-120.66,3.9063,0
34.15,-118.24,3.3906,5
37.77,-122.5,3.9954,3
36.68,-121.67,2.8289,3
33.61,-117.75,3.2845,5
36.05,-119.02,2.2202,0
34.96,-120.45,2.875,0
34.01,-118.24,2.375,5
38.31,-122.48,2.7727,3
37.8,-122.22,3.0298,3
35.32,-120.7,4.2639,0
33.92,-118.4,5.9499,1
33.16,-117.23,4.0,5
34.09,-118.21,1.9881,5
33.93,-118.16,3.7361,5
37.79,-122.2,2.6667,3
37.74,-122.41,4.7031,4
34.28,-119.27,3.1757,5
33.6,-117.89,5.6336,1
33.91,-118.03,4.2437,1
33.93,-117.92,3.75,5
34.08,-117.21,3.0587,5
35.75,-118.44,2.6288,0
37.72,-122.16,2.875,3
33.12,-115.52,1.8793,5
38.31,-122.48,2.3276,3
38.44,-122.01,4.9773,4
33.57,-117.7,3.3125,5
37.75,-122.44,4.2667,4
39.25,-121.06,3.9537,3
32.58,-117.13,2.3194,5
33.86,-117.6,5.195,1
38.13,-121.73,3.0288,3
32.75,-117.11,2.113,5
36.71,-121.62,4.3451,4
34.08,-118.45,7.1576,1
33.89,-118.35,4.1552,1
33.95,-118.2,2.4267,5
33.82,-116.49,2.9569,5
38.44,-122.71,1.3684,3
33.87,-118.17,3.0319,5
36.4,-119.18,2.6648,0
37.97,-122.32,4.6937,4
32.83,-117.27,8.0639,1
34.1,-118.35,3.9044,5
39.52,-120.51,2.065,3
36.44,-119.97,2.1771,0
33.61,-117.9,3.4937,5
39.03,-121.37,2.8235,3
34.2,-118.4,2.8424,5
34.14,-118.13,3.2643,5
37.38,-122.01,4.505,4
37.48,-122.23,3.3015,3
36.53,-119.29,1.625,0
33.94,-118.27,1.6645,5
38.43,-122.87,4.0446,3
38.12,-121.27,2.4949,3
32.68,-117.07,5.0827,1
33.9,-118.18,2.7292,5
38.53,-121.45,2.1679,3
32.76,-117.14,2.1273,5
38.67,-121.2,4.6902,4
34.15,-119.2,1.4773,5
34.09,-118.14,2.918,5
33.62,-117.92,6.5842,1
39.75,-121.59,2.2,3
37.26,-121.95,5.5121,4
34.2,-118.93,3.886,5
40.53,-122.39,2.125,3
33.76,-118.03,5.742000000000001,1
34.08,-118.37,3.9783,5
32.74,-117.11,3.2422,5
37.32,-121.8,4.7027,4
39.18,-121.43,2.1667,3
33.96,-118.2,3.055,5
34.15,-118.14,0.8438,5
34.44,-119.83,3.0875,0
34.43,-118.49,5.4829,1
33.86,-118.25,6.0531,1
37.73,-121.82,4.3472,4
37.74,-122.47,4.9537,4
35.38,-118.96,3.0568,0
33.88,-117.99,6.6704,1
34.07,-118.41,15.0001,2
38.04,-121.35,3.7206,3
32.73,-117.04,3.5492,5
37.52,-122.29,5.3506,4
37.27,-121.93,6.0196,4
37.61,-122.4,3.1628,3
36.98,-120.65,1.7188,0
35.5,-119.18,2.1635,0
37.72,-122.46,4.0859,3
34.01,-118.32,2.4934,5
38.79,-123.03,3.375,3
39.05,-122.92,3.5652,3
34.01,-118.16,1.6354,5
34.23,-118.42,5.6687,1
34.09,-118.1,4.2833,1
33.84,-116.52,3.6875,5
38.0,-121.8,3.5368,3
36.3,-119.66,3.3681,0
34.69,-120.43,3.6023,0
38.36,-122.01,5.9441,4
36.59,-121.88,2.6894,3
34.17,-118.27,7.8383,1
33.68,-117.81,4.5469,1
38.04,-121.22,5.5376,4
34.07,-118.3,1.8238,5
38.05,-120.22,2.7188,3
38.0,-121.81,2.905,3
33.06,-117.25,6.439,1
34.4,-118.91,3.2024,5
34.04,-117.25,4.4472,1
38.29,-122.27,3.3021,3
34.0,-118.4,5.8083,1
37.31,-120.49,2.0521,0
37.93,-122.36,1.9375,3
33.7,-117.2,2.3276,5
38.51,-119.54,2.35,0
34.1,-118.03,2.7857,5
33.88,-118.41,7.9614,1
32.85,-116.75,4.2321,1
40.57,-122.33,2.5592,3
34.21,-118.43,2.425,5
33.92,-118.05,3.2371,5
37.72,-122.43,3.7105,3
33.71,-117.98,4.8611,1
37.79,-122.44,4.4464,4
38.01,-121.82,3.4722,3
36.81,-119.72,2.6767,0
33.67,-117.93,8.1001,1
33.56,-117.1,4.3833,1
33.93,-116.98,1.9472,5
36.61,-121.83,3.2545,3
38.07,-121.18,4.8125,4
34.12,-117.39,4.9196,1
34.05,-118.11,5.9941,1
36.69,-121.8,3.4239,3
34.24,-118.42,4.7228,1
34.03,-118.15,1.7991,5
34.87,-120.33,3.9375,0
34.07,-117.78,3.9784,5
34.06,-117.32,1.4511,5
32.74,-117.11,2.4524,5
34.02,-118.26,1.5652,5
37.8,-121.2,3.5625,3
38.59,-121.3,2.1116,3
38.53,-121.52,4.2885,4
33.88,-117.52,2.5656,5
34.13,-118.2,4.0052,5
34.03,-118.48,3.5076,5
34.03,-118.06,2.375,5
34.08,-118.19,2.3409,5
38.07,-122.16,4.5321,4
37.9,-122.27,6.9414,4
38.26,-122.07,6.0487,4
33.99,-117.72,5.7763,1
37.72,-122.42,1.2387,3
33.77,-118.2,2.225,5
33.83,-117.83,3.6707,5
32.76,-117.13,2.1563,5
33.76,-117.98,2.1375,5
33.73,-117.99,4.375,1
38.04,-121.32,4.5,4
37.85,-122.26,3.2705,3
34.04,-118.35,1.8685,5
39.5,-121.54,1.3289,3
33.61,-117.73,4.8611,1
35.37,-118.87,3.5441,0
34.09,-118.06,3.244,5
37.12,-120.27,1.7279,0
33.89,-117.48,4.7295,1
35.34,-119.02,1.5357,0
33.83,-117.92,3.6042,5
33.97,-118.08,4.2,1
33.76,-118.08,1.4617,5
32.8,-117.24,3.8018,5
34.01,-118.48,3.4852,5
38.52,-121.51,4.0972,3
37.39,-121.89,4.375,4
34.23,-118.85,6.4823,1
35.39,-118.97,2.774,0
33.81,-117.26,2.1549,5
34.61,-118.17,7.1381,1
36.72,-120.06,1.8,0
37.64,-121.18,2.875,3
34.18,-118.42,3.3594,5
37.57,-122.48,4.5556,4
34.16,-118.67,9.1228,2
33.78,-118.13,3.7232,5
38.01,-122.14,4.5,4
34.19,-118.4,3.625,5
34.0,-118.43,2.7058,5
37.36,-121.85,3.0466,3
37.79,-122.41,2.9871,3
37.69,-121.76,3.3841,3
33.91,-118.1,4.875,1
34.22,-118.61,7.3252,1
34.14,-118.41,5.738,1
38.02,-122.21,6.0224,4
36.38,-119.69,3.3214,0
37.78,-122.43,0.9355,3
35.96,-119.19,1.881,0
37.86,-122.26,3.3893,3
38.44,-122.72,3.1797,3
38.66,-121.33,2.5909,3
33.89,-118.17,7.2423,1
34.23,-118.26,7.5582,1
34.17,-119.17,4.0074,1
33.82,-118.12,4.1375,1
37.47,-122.21,3.2708,3
33.95,-118.31,4.0043,5
37.62,-121.02,2.5363,3
39.02,-122.66,1.7446,3
33.82,-118.18,3.5,5
40.23,-121.19,5.8453,4
34.13,-117.61,4.4611,1
39.15,-123.21,1.6571,3
